,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
4761,62,2,2,9,4,30,385,1,1,4
4762,43,1,1,9,5,40,577,2,1,3
4763,43,1,1,9,2,40,1538,2,3,6
4764,35,2,2,9,4,30,288,2,3,6
4811,45,1,1,9,1,50,865,2,1,1
4827,54,2,2,9,4,29,481,2,1,2
4828,19,1,1,9,5,40,404,2,1,3
4829,17,2,2,9,7,8,68,2,1,4
4843,65,1,1,9,1,40,1577,2,1,1
4845,56,2,2,9,6,24,277,2,1,3
4847,33,2,1,9,2,38,712,2,8,1
4869,50,1,1,9,9,30,400,2,1,4
4870,48,2,2,9,7,9,112,1,1,4
4874,30,2,1,9,2,38,981,2,1,1
4875,35,1,1,9,2,38,1538,2,1,3
4877,32,2,1,9,1,40,731,2,1,3
4885,54,1,1,9,1,48,1923,2,1,3
4887,61,2,1,9,3,38,481,2,1,1
4888,61,1,1,9,1,48,1923,2,1,1
4891,59,1,1,9,2,36,1096,2,8,4
4895,45,2,1,9,1,50,1923,2,1,2
4902,36,1,1,9,3,44,1000,2,1,3
4919,45,2,1,9,1,44,1923,2,1,1
4920,49,1,1,9,2,38,1058,2,1,1
4923,44,1,1,9,5,54,846,2,1,1
4924,45,2,1,9,2,30,692,2,1,1
4926,46,2,1,9,4,38,462,2,1,1
4930,52,1,1,9,1,37,1154,2,1,1
4931,50,2,1,9,2,60,635,1,1,1
4935,44,2,2,9,4,17,190,1,1,1
4937,65,1,2,9,8,21,283,2,1,4
4945,38,2,1,9,2,32,558,2,1,1
4946,44,1,1,9,1,40,1058,2,1,7
4968,51,1,1,9,9,37,554,2,7,5
4976,29,2,1,9,3,40,625,1,1,1
4977,30,1,1,9,3,60,1923,2,1,7
4979,30,2,1,9,2,40,808,2,1,3
4980,47,2,1,9,4,37,771,2,1,1
4992,43,2,1,9,2,50,1183,2,1,1
4998,47,2,1,9,2,43,666,1,4,1
4999,54,1,1,9,2,38,1923,2,4,1
5001,40,1,1,9,2,42,1760,2,1,1
5017,54,1,1,9,9,37,231,2,1,6
5018,42,1,1,9,1,37,121,2,1,7
5026,33,1,1,9,1,50,1904,2,1,1
5027,31,2,1,9,2,38,1423,2,1,1
5046,40,2,2,9,9,5,53,2,1,3
5047,43,1,1,9,1,40,865,2,1,1
5061,39,2,2,9,6,18,385,2,1,3
5062,42,1,1,9,5,45,865,2,1,3
5067,41,1,1,9,4,38,923,2,1,1
5084,48,2,1,9,2,40,885,2,1,1
5085,60,1,1,9,2,60,538,1,1,1
5093,48,2,1,9,2,60,1923,2,9,1
5112,52,1,1,9,2,40,1923,2,1,1
5113,52,2,1,9,3,41,564,2,1,3
5133,57,1,1,9,2,53,1375,2,1,1
5156,38,1,1,9,3,37,1769,2,1,1
5157,38,2,1,9,2,40,1346,2,1,6
5158,41,2,2,9,2,33,865,2,1,1
5180,39,1,1,9,5,47,1538,2,1,1
5198,53,2,1,9,2,27,375,1,1,4
5199,54,1,1,9,1,45,1875,2,1,4
5201,55,2,1,9,8,43,2115,2,1,1
5202,50,1,1,9,2,37,692,1,1,5
5205,45,1,1,9,1,60,865,2,1,1
5211,51,1,1,9,2,45,1635,2,1,1
5226,30,1,1,9,4,45,865,2,1,3
5227,54,1,2,9,1,38,923,2,1,1
5228,51,2,2,9,2,5,115,2,1,1
5240,33,2,2,9,2,13,78,2,1,1
5241,44,1,1,9,2,40,1923,2,1,1
5243,31,2,2,9,2,24,712,2,1,1
5244,35,1,1,9,2,40,1298,2,1,4
5260,35,1,1,9,1,50,1049,2,1,3
5261,34,2,2,9,2,24,321,2,1,1
5268,56,1,1,9,2,45,962,2,1,1
5269,40,1,1,9,8,40,1127,2,1,1
5270,41,2,1,9,2,40,1250,2,7,1
5285,33,1,1,9,3,38,69,2,1,3
5299,40,1,1,9,2,37,1515,1,4,5
5310,63,2,1,9,2,37,1923,2,1,1
5311,64,1,1,9,2,35,1923,2,1,1
5312,41,2,1,9,2,36,783,2,1,1
5328,65,1,1,9,2,48,865,2,1,1
5330,67,2,2,9,6,1,72,2,1,2
5332,38,1,1,9,2,75,865,2,1,1
5333,59,1,1,9,2,40,525,2,1,1
5358,30,1,1,9,5,44,769,1,1,3
5359,42,2,2,9,4,25,500,1,1,4
5364,57,2,1,9,2,50,731,1,1,3
5365,54,1,1,9,1,38,865,2,1,2
5366,43,1,1,9,5,41,535,2,1,3
5374,41,2,1,9,2,48,1077,2,1,1
5375,49,1,1,9,2,40,2308,2,1,1
5383,49,1,2,9,8,20,231,2,1,4
5404,35,2,2,9,6,24,277,2,1,1
5406,32,1,1,9,2,30,2031,2,1,1
5407,30,2,1,9,3,35,1615,2,1,1
5426,65,2,2,9,1,15,228,2,1,4
5427,63,1,1,9,1,43,228,2,1,7
5428,48,1,1,9,7,38,1211,2,1,1
5442,38,2,2,9,4,20,231,1,1,1
5443,68,2,2,9,1,21,369,2,1,3
5452,23,1,1,9,2,37,485,2,1,2
5453,23,2,1,9,2,38,692,2,1,3
5463,39,1,1,9,8,56,531,1,1,6
5469,35,2,2,9,2,23,438,2,1,1
5482,43,2,2,9,6,24,231,2,1,2
5483,23,1,1,9,1,46,471,2,1,2
5487,59,1,1,9,6,36,346,2,3,3
5488,52,2,1,9,2,38,646,2,3,1
5496,41,1,1,9,1,37,1592,2,1,1
5502,46,2,2,9,4,8,277,2,1,1
5506,68,1,1,9,2,45,831,2,1,1
5510,56,1,1,9,5,40,460,2,1,6
5550,46,2,2,9,4,24,308,1,1,3
5551,52,1,1,9,9,50,925,2,1,5
5552,19,2,1,9,9,32,300,2,1,4
5553,41,2,1,9,3,38,635,2,1,1
5564,37,1,1,9,2,40,1577,2,1,1
5602,49,2,1,9,3,50,1250,2,1,1
5608,46,1,1,9,2,37,865,1,1,1
5617,61,1,1,9,3,44,1481,2,1,4
5633,28,1,1,9,3,40,574,2,1,2
5647,45,1,1,9,8,50,1442,2,1,5
5648,19,1,2,9,9,32,242,2,1,5
5651,55,1,1,9,1,50,2192,2,1,1
5652,49,2,1,9,4,40,591,2,1,3
5661,45,2,2,9,4,18,192,2,1,2
5662,44,1,1,9,3,40,865,2,8,5
5693,64,1,1,9,6,38,760,2,1,4
5694,61,2,1,9,1,39,818,1,1,3
5703,51,1,1,9,8,55,1173,2,1,1
5710,58,2,1,9,2,37,985,2,1,1
5720,48,2,1,9,2,34,606,2,1,1
5723,47,2,2,9,9,12,113,1,1,5
5746,48,1,1,9,1,35,1404,2,1,4
5749,28,1,1,9,3,38,669,2,1,1
5750,28,2,1,9,3,40,635,1,1,1
5754,44,1,1,9,3,40,692,2,1,1
5760,26,1,2,9,6,17,172,2,1,3
5761,30,2,2,9,6,28,375,2,1,3
5762,31,1,1,9,5,51,508,1,1,4
5769,44,1,1,9,2,42,750,2,1,1
5770,46,2,2,9,3,27,750,2,1,1
5781,30,2,2,9,7,35,369,1,1,4
5790,28,2,1,9,2,38,827,2,1,1
5792,35,2,1,9,1,68,1577,2,1,1
5793,35,1,1,9,1,38,1250,2,1,4
5794,45,2,2,9,4,24,326,2,1,1
5797,55,1,1,9,8,52,615,1,1,4
5798,57,2,2,9,9,28,288,1,1,4
5799,35,2,2,9,3,24,635,2,1,1
5811,64,1,1,9,1,60,1050,2,1,3
5812,56,2,2,9,7,21,249,2,1,4
5819,53,2,2,9,4,16,231,2,1,5
5828,43,1,1,9,3,42,1442,2,1,3
5829,44,2,1,9,1,45,438,2,1,4
5841,35,2,2,9,2,27,461,2,1,1
5842,43,1,1,9,1,37,43,2,1,1
5860,45,2,2,9,6,22,254,1,1,3
5878,52,2,2,9,4,18,300,1,1,3
5896,35,2,1,9,3,70,1923,2,1,1
5897,36,1,1,9,3,40,1923,2,1,1
5922,47,1,1,9,2,45,283,2,1,5
5937,43,2,1,9,1,38,981,2,1,1
5938,42,1,1,9,1,38,1338,2,1,6
5958,63,1,1,9,5,38,877,2,1,3
5963,48,2,2,9,1,28,413,2,3,1
5966,58,2,1,9,2,40,1149,2,1,5
5968,36,1,1,9,2,40,1130,2,1,1
5969,41,2,1,9,3,40,1154,2,6,1
5977,28,2,1,9,2,37,865,1,1,1
5984,52,1,1,9,1,50,1923,2,1,1
5987,44,1,1,9,1,38,1769,2,1,3
5988,42,2,2,9,1,24,981,2,1,1
6010,54,2,1,9,2,37,731,2,1,4
6012,44,1,1,9,2,42,1500,2,1,1
6052,55,2,1,9,9,35,404,2,1,3
6053,20,2,2,9,4,20,860,2,1,4
6063,43,2,1,9,2,37,1538,2,1,6
6066,35,1,1,9,1,50,1500,2,7,1
6069,63,2,2,9,2,8,290,2,1,1
6088,49,2,1,9,2,48,1731,2,1,5
6093,52,2,1,9,2,43,1615,2,1,1
6110,37,2,1,9,2,38,1019,2,1,1
6121,65,1,1,9,2,40,231,2,1,1
6124,48,2,1,9,6,44,481,2,1,5
6125,51,1,1,9,5,40,500,1,1,6
6127,50,1,1,9,2,35,1923,2,1,4
6128,59,2,2,9,6,10,115,2,1,4
6131,27,1,2,9,4,16,250,1,1,2
6132,37,1,1,9,1,40,577,2,1,1
6134,57,2,2,9,8,30,750,2,1,6
6137,60,2,2,9,9,15,154,1,1,2
6144,33,1,1,9,3,40,962,2,1,4
6145,31,2,2,9,3,32,462,2,1,5
6162,38,1,1,9,2,55,1442,2,1,4
6163,36,2,1,9,2,39,865,2,9,1
6165,47,1,1,9,1,50,192,2,9,1
6168,59,2,1,9,6,35,346,1,1,4
6169,63,1,1,9,3,28,288,1,1,1
6187,44,2,1,9,3,40,1038,2,1,3
6188,54,1,1,9,2,38,923,2,1,1
6189,53,2,2,9,3,30,315,2,1,4
6196,47,2,1,9,2,40,4231,2,1,1
6205,39,2,2,9,4,27,635,1,1,4
6206,39,1,1,9,1,37,485,2,1,4
6233,68,2,2,9,1,7,384,2,1,3
6243,48,1,1,9,3,40,1115,2,1,4
6244,51,2,1,9,2,38,962,2,1,1
6245,21,1,1,9,3,40,596,2,1,1
6248,46,1,1,9,2,42,1096,2,2,1
6280,46,1,1,9,5,40,1058,2,1,3
6281,46,2,2,9,2,26,591,2,1,1
6317,48,1,1,9,3,45,1615,1,1,3
6321,46,1,1,9,5,48,731,1,1,3
6322,43,2,2,9,9,16,155,1,4,4
6337,52,1,1,9,1,50,1923,2,1,1
6350,41,2,1,9,2,46,1846,2,6,1
6351,39,1,1,9,2,55,2077,1,1,1
6356,35,1,1,9,3,45,1549,2,1,1
6357,33,2,1,9,3,37,865,2,1,1
6359,55,2,1,9,1,45,5483,2,1,1
6368,39,2,1,9,6,35,288,2,1,2
6369,45,1,1,9,2,40,1288,1,1,3
6388,56,1,1,9,3,65,923,2,1,4
6389,59,2,1,9,6,23,346,2,1,3
6400,64,2,2,9,9,20,187,1,1,2
6401,52,2,1,9,4,47,241,2,1,4
6402,61,1,1,9,5,47,241,2,1,3
6424,63,1,2,9,1,2,462,2,1,3
6426,51,1,1,9,1,42,923,2,1,1
6427,49,2,2,9,6,32,231,2,5,2
6437,54,2,1,9,4,35,1346,2,1,4
6442,32,2,1,9,4,38,438,2,1,1
6443,33,1,1,9,3,43,1404,2,1,1
6454,46,2,2,9,2,24,423,2,1,1
6457,46,1,1,9,1,45,212,2,1,7
6467,72,1,1,9,8,42,531,2,1,2
6468,64,2,1,9,9,42,705,2,7,5
6470,46,2,2,9,9,12,180,1,4,1
6473,29,2,1,9,2,38,865,2,7,1
6480,59,1,1,9,3,40,1404,1,1,4
6481,47,2,1,9,7,36,44,2,1,5
6491,37,1,1,9,1,50,1673,1,1,1
6493,51,1,1,9,2,41,1237,2,3,1
6506,50,2,1,9,4,45,1731,2,1,4
6507,52,1,1,9,4,35,738,2,1,3
6509,62,1,1,9,2,40,1500,2,1,3
6510,51,2,1,9,2,50,1537,2,6,1
6513,53,2,1,9,1,42,1250,2,1,3
6514,65,1,1,9,1,50,192,2,1,1
6516,37,1,1,9,2,38,829,2,1,1
6517,43,1,1,9,8,40,731,2,1,6
6530,38,2,2,9,4,24,462,2,1,3
6534,63,1,1,9,1,45,524,2,1,3
6544,62,1,1,9,2,45,1442,2,1,1
6572,62,2,2,9,6,15,96,2,1,1
6573,60,1,1,9,1,40,1154,2,1,3
6574,35,2,1,9,1,35,1492,2,1,1
6575,35,1,1,9,3,40,1413,2,1,3
6577,47,2,2,9,2,21,537,2,1,1
6578,47,1,1,9,1,40,1538,2,1,3
6581,40,2,1,9,3,40,1193,2,1,3
6582,47,1,1,9,9,40,1193,2,1,3
6597,37,1,1,9,2,50,1096,2,1,1
6613,33,1,1,9,3,43,1615,2,1,3
6619,35,2,1,9,1,36,818,1,1,1
6620,40,1,1,9,5,40,519,2,1,4
6621,45,2,1,9,4,38,796,2,1,3
6626,36,2,1,9,1,45,1962,2,1,4
6647,43,1,1,9,2,45,1923,2,9,1
6648,40,2,1,9,6,27,231,2,9,2
6657,22,1,1,9,2,40,1154,2,1,5
6658,67,2,2,9,7,16,192,2,1,5
6680,37,2,2,9,2,25,223,2,1,1
6683,62,2,2,9,6,24,104,2,1,4
6696,39,1,1,9,2,40,904,2,3,1
6698,28,1,1,9,2,40,865,2,3,1
6704,63,2,2,9,6,17,231,2,2,1
6705,56,1,1,9,3,37,760,2,1,3
6706,34,2,1,9,6,33,24,2,1,3
6707,53,1,1,9,8,50,786,1,1,4
6738,61,2,1,9,4,38,753,2,1,3
6739,29,2,2,9,7,25,262,1,1,4
6740,33,1,1,9,5,38,567,2,1,1
6759,50,1,1,9,1,37,923,2,1,1
6760,52,2,1,9,2,37,1212,2,1,1
6761,17,2,2,9,7,10,110,2,1,4
6766,63,2,2,9,6,35,288,2,1,4
6783,44,2,1,9,3,36,471,2,1,1
6794,39,2,1,9,3,38,596,2,4,1
6795,38,1,1,9,2,40,1538,2,4,1
6818,39,2,1,9,3,45,462,1,1,1
6835,54,2,2,9,2,32,392,2,1,1
6836,62,1,1,9,9,38,529,2,1,4
6841,29,2,1,9,5,58,865,2,1,3
6849,65,2,2,9,7,20,138,2,1,6
6863,48,1,1,9,2,48,1904,2,1,1
6866,24,1,1,9,2,45,558,2,1,1
6868,40,2,1,9,2,42,1904,2,1,1
6869,39,1,1,9,1,50,1346,2,1,1
6879,52,1,1,9,3,40,1442,2,1,1
6890,25,2,1,9,4,38,589,1,1,3
6894,59,2,1,9,9,35,415,2,1,6
6903,34,2,1,9,2,41,712,1,1,1
6904,33,1,1,9,2,47,721,2,1,1
6914,45,1,1,9,2,52,1442,2,1,1
6915,45,2,1,9,1,38,981,2,1,1
6930,54,1,1,9,5,45,865,1,1,4
6976,63,2,1,9,2,33,558,2,1,1
6991,26,2,1,9,6,43,512,2,1,3
7004,65,2,1,9,2,40,577,2,1,6
7037,33,1,1,9,2,47,1077,1,1,1
7040,32,2,1,9,2,34,673,2,1,1
7051,52,2,2,9,1,20,538,2,1,3
7066,25,1,2,9,7,22,369,1,1,1
7084,53,1,1,9,2,45,1923,2,1,5
7113,26,1,1,9,2,50,1769,1,1,1
7114,26,2,1,9,2,54,1250,1,1,1
7115,33,2,1,9,2,35,875,2,1,1
7116,32,1,1,9,2,38,1635,2,1,1
7124,63,1,1,9,2,40,442,2,1,3
7127,27,2,1,9,2,40,731,2,1,1
7136,31,1,1,9,2,44,1000,1,1,1
7137,27,2,1,9,3,35,788,1,1,3
7166,78,2,2,9,7,10,120,2,1,6
7167,60,1,1,9,2,37,973,2,1,1
7168,32,1,1,9,4,38,567,2,1,1
7169,29,2,1,9,3,38,471,1,1,3
7179,60,2,2,9,9,12,115,2,1,6
7180,37,1,1,9,7,32,346,2,1,4
7181,33,1,1,9,8,38,462,2,1,4
7199,63,1,1,9,3,38,962,1,1,4
7204,63,1,1,9,2,37,519,2,1,2
7205,25,2,1,9,7,35,492,2,1,3
7226,36,2,2,9,1,30,623,2,1,1
7240,64,2,2,9,2,24,508,2,1,2
7242,42,2,1,9,6,37,774,2,1,1
7244,25,2,1,9,2,38,577,2,1,1
7279,45,1,1,9,2,40,1765,1,1,1
7280,51,2,1,9,2,40,615,2,1,1
7281,41,2,2,9,7,20,237,2,9,1
7289,36,1,1,9,1,40,1865,2,1,1
7290,34,2,1,9,3,45,1923,2,1,1
7296,37,1,1,9,6,35,404,2,1,1
7312,46,1,1,9,3,42,762,2,3,1
7313,42,2,1,9,2,49,785,2,3,1
7316,29,2,1,9,4,40,854,1,1,1
7330,52,2,1,9,6,34,423,2,1,3
7332,22,1,1,9,8,48,462,2,1,5
7338,52,1,1,9,8,50,725,2,1,4
7340,18,2,2,9,7,30,485,1,1,3
7349,34,1,1,9,2,35,1538,2,1,3
7350,36,2,1,9,1,38,577,2,1,4
7357,31,2,1,9,2,38,923,2,1,1
7379,40,1,1,9,2,45,885,2,1,1
7383,63,2,1,9,1,37,773,1,1,4
7385,33,1,2,9,9,16,173,1,1,4
7400,52,2,1,9,4,38,646,2,1,1
7416,35,2,1,9,2,41,1231,2,1,1
7420,24,2,1,9,2,41,760,2,1,3
7421,28,1,1,9,7,40,450,2,1,3
7425,64,1,1,9,3,48,865,2,1,3
7434,35,1,2,9,3,12,300,1,1,1
7448,35,2,2,9,6,17,166,1,1,3
7449,38,1,1,9,7,40,450,2,1,4
7485,54,2,2,9,4,30,411,2,1,5
7486,55,1,1,9,5,38,2391,2,1,4
7487,24,1,2,9,9,14,138,2,1,3
7490,44,1,1,9,1,55,2060,2,1,1
7491,45,2,1,9,1,55,2404,1,1,1
7494,57,1,1,9,2,49,1038,2,7,1
7495,54,2,1,9,6,38,600,2,7,1
7509,53,1,1,9,5,48,1058,2,1,3
7513,40,1,1,9,2,72,927,2,8,3
7514,38,2,2,9,4,36,385,1,1,1
7527,35,2,2,9,2,20,231,2,1,3
7533,59,1,1,9,5,45,846,1,1,2
7542,60,1,1,9,2,40,1062,2,1,4
7543,43,2,1,9,3,37,462,2,1,4
7544,52,1,1,9,9,40,738,2,1,7
7553,53,1,2,9,4,24,75,2,1,5
7556,48,2,1,9,7,42,351,1,1,4
7557,44,1,1,9,1,60,772,2,1,5
7560,29,1,1,9,2,58,673,2,1,1
7566,54,1,1,9,2,40,577,2,3,3
7567,60,2,1,9,1,40,519,2,1,4
7580,19,2,1,9,6,60,462,2,1,4
7585,46,2,1,9,4,35,577,2,1,7
7587,48,1,1,9,9,44,552,2,1,4
7637,41,2,1,9,3,40,1154,2,1,7
7649,39,1,1,9,1,40,942,2,1,1
7650,34,2,1,9,2,38,923,2,1,1
7652,36,2,1,9,1,48,673,2,1,1
7653,36,1,1,9,3,35,500,2,1,1
7668,60,2,2,9,4,24,346,2,1,7
7669,66,2,2,9,6,32,269,2,1,3
7674,38,1,1,9,2,37,1442,2,7,1
7678,58,1,2,9,8,30,312,2,1,2
7692,45,2,1,9,3,36,404,2,1,3
7695,19,2,1,9,3,35,308,2,1,3
7703,61,2,2,9,4,14,231,1,1,4
7709,22,2,2,9,7,16,192,2,1,3
7711,47,2,2,9,9,20,212,2,1,7
7718,61,2,2,9,8,18,377,2,1,1
7719,18,2,2,9,4,16,192,2,8,4
7720,20,2,2,9,9,20,240,2,2,2
7738,50,1,1,9,8,50,577,2,1,5
7739,42,2,1,9,3,30,260,2,1,5
7740,17,2,1,9,6,30,200,2,1,4
7742,36,2,1,9,2,68,641,1,1,1
7743,35,1,1,9,3,37,692,2,1,1
7754,58,2,2,9,7,24,192,2,1,1
7755,65,2,1,9,1,55,712,1,1,3
7758,62,1,1,9,3,37,577,1,1,3
7765,52,2,1,9,8,37,548,2,1,4
7769,30,2,1,9,6,38,462,1,1,3
7770,58,1,1,9,9,42,485,1,1,5
7782,45,2,1,9,2,45,1385,2,1,1
7795,38,1,1,9,9,40,392,2,1,6
7798,58,2,1,9,1,51,1077,2,1,3
7803,58,2,1,9,1,40,538,2,1,4
7812,62,1,1,9,4,36,615,2,1,7
7832,60,2,2,9,4,19,175,2,1,2
7834,53,2,1,9,4,38,513,1,1,4
7835,53,1,1,9,5,40,894,2,1,3
7841,32,2,2,9,4,30,346,1,1,1
7842,31,1,1,9,2,38,654,1,1,1
7846,32,2,1,9,2,40,827,2,1,1
7849,47,2,1,9,1,36,731,2,1,3
7850,44,1,1,9,2,37,731,2,8,1
7854,55,2,1,9,4,37,1010,2,1,1
7859,54,1,1,9,2,39,865,2,1,1
7860,53,2,2,9,2,3,46,2,9,1
7869,45,1,1,9,5,40,750,2,1,3
7870,43,2,1,9,1,45,1442,1,1,3
7873,33,2,1,9,6,30,253,2,1,3
7884,56,1,1,9,1,45,1635,2,1,1
7886,21,1,2,9,7,22,231,2,8,4
7897,37,1,1,9,2,55,785,1,1,1
7898,36,2,2,9,2,20,531,2,1,1
7901,40,1,1,9,2,26,549,2,1,3
7906,42,1,1,9,8,40,578,2,1,5
7907,37,2,1,9,3,40,865,2,1,5
7908,65,1,1,9,6,50,635,2,8,1
7915,58,2,1,9,7,40,462,1,1,4
7926,40,2,1,9,2,37,577,2,8,1
7927,41,1,1,9,9,44,538,2,8,2
7934,63,1,1,9,5,40,962,2,1,3
7935,70,1,2,9,1,16,1442,2,1,2
7937,37,1,1,9,2,45,846,2,1,1
7938,36,2,2,9,6,28,481,2,1,1
7941,37,2,1,9,6,39,558,2,1,4
7942,44,1,1,9,8,40,615,2,1,4
7959,53,1,1,9,1,38,1058,2,1,1
7960,55,2,1,9,4,38,500,2,1,2
7964,61,2,2,9,6,15,171,2,1,3
7979,50,2,1,9,3,42,577,2,1,3
7982,46,1,1,9,1,60,240,2,1,1
7997,59,1,1,9,4,37,1154,2,1,3
8000,50,2,1,9,3,42,1731,1,1,2
8002,48,2,1,9,6,40,673,2,1,1
8026,29,2,1,9,2,48,577,2,2,1
8030,58,2,1,9,4,36,621,2,1,3
8031,57,1,1,9,2,38,865,2,1,3
8032,22,2,1,9,4,37,423,2,1,3
8040,56,1,1,9,2,50,1110,2,1,1
8041,52,2,1,9,2,40,885,2,1,1
8053,30,1,1,9,2,47,877,2,1,1
8054,27,2,1,9,3,40,962,2,1,1
8055,21,1,1,9,2,60,485,2,1,1
8056,58,2,1,9,9,40,519,2,1,4
8057,57,1,1,9,3,42,808,2,1,3
8073,30,1,1,9,1,45,1058,2,1,3
8074,29,2,2,9,3,24,481,2,1,3
8082,21,1,2,9,6,35,288,2,1,3
8083,17,2,2,9,7,20,135,2,1,4
8085,63,2,2,9,6,10,60,2,1,6
8106,44,1,1,9,3,50,577,2,3,2
8107,40,2,1,9,3,40,577,2,3,5
8125,44,2,1,9,7,40,500,2,8,2
8138,30,2,1,9,2,37,865,1,1,4
8139,43,1,1,9,8,38,577,2,7,1
8140,41,2,2,9,6,20,250,2,7,1
8159,57,2,2,9,4,15,279,2,1,4
8176,51,2,2,9,9,16,192,2,1,6
8177,27,1,1,9,8,40,865,2,1,6
8178,43,2,1,9,4,38,673,2,1,4
8179,46,1,1,9,1,37,577,2,1,7
8180,20,1,1,9,3,45,346,1,1,3
8186,38,2,1,9,6,40,425,2,8,1
8187,41,1,1,9,6,60,600,2,8,1
8201,35,2,2,9,2,22,423,2,1,6
8202,38,1,1,9,2,39,712,2,1,1
8211,62,2,2,9,2,18,346,2,1,2
8212,69,1,1,9,6,48,381,1,1,6
8213,64,2,2,9,7,26,268,2,1,5
8221,64,1,2,9,1,25,346,2,1,7
8224,26,2,1,9,2,37,846,2,1,3
8225,25,1,1,9,2,40,962,2,1,1
8226,62,2,1,9,6,32,365,2,1,4
8239,61,1,2,9,3,24,708,2,1,4
8241,50,2,1,9,5,48,575,2,1,5
8242,52,1,1,9,9,48,550,2,1,5
8248,47,1,1,9,7,23,400,2,1,1
8249,29,1,1,9,2,39,1057,2,1,1
8250,24,2,1,9,2,39,826,2,1,1
8251,48,2,1,9,3,32,500,2,1,4
8254,71,1,1,9,1,38,192,2,1,3
8260,69,2,2,9,4,16,100,2,1,6
8265,59,2,2,9,9,27,319,2,1,5
8273,38,1,1,9,3,40,962,1,1,3
8302,63,2,1,9,9,37,462,2,1,5
8307,42,2,2,9,4,30,311,2,1,4
8310,29,2,2,9,6,8,63,2,1,4
8311,33,1,1,9,8,84,981,2,1,4
8315,25,1,1,9,8,40,471,2,1,4
8320,45,1,1,9,9,38,616,2,8,5
8321,42,2,1,9,2,49,769,2,8,1
8348,30,2,1,9,2,55,962,2,1,1
8349,47,2,1,9,2,38,673,2,3,2
8355,41,1,1,9,2,37,1300,2,1,1
8356,43,2,2,9,4,35,611,2,1,4
8359,34,2,1,9,3,36,885,2,1,1
8360,40,1,1,9,1,40,1635,2,1,1
8377,61,1,1,9,3,37,1308,2,1,3
8378,56,2,2,9,2,4,44,2,1,1
8379,23,1,1,9,5,44,529,2,1,3
8380,18,1,1,9,7,40,375,1,1,3
8381,53,1,1,9,2,37,865,1,1,1
8382,47,2,1,9,3,37,1923,2,1,1
8385,44,1,1,9,3,41,1058,2,1,4
8386,44,2,1,9,4,37,404,2,1,4
8388,43,2,1,9,2,40,1562,2,1,3
8397,34,1,1,9,6,49,900,2,8,1
8402,23,1,1,9,5,40,500,2,3,1
8409,34,1,1,9,3,38,762,2,1,4
8410,33,2,1,9,3,40,457,2,1,4
8421,53,2,2,9,4,21,269,2,1,4
8422,48,1,1,9,4,40,1000,2,1,4
8435,42,1,1,9,9,66,692,2,1,3
8436,45,2,2,9,7,20,231,2,1,4
8439,54,1,2,9,2,20,374,2,1,4
8440,47,2,1,9,1,50,5475,1,1,1
8443,51,1,1,9,2,30,702,2,1,3
8444,41,2,1,9,3,35,531,2,1,1
8454,35,2,1,9,1,40,769,2,1,4
8467,39,2,2,9,2,24,462,2,1,1
8468,39,1,1,9,1,37,1923,2,1,1
8471,49,2,2,9,4,21,538,2,1,2
8472,51,1,1,9,6,35,635,2,1,4
8485,40,1,1,9,1,38,3077,2,1,1
8486,40,2,2,9,4,18,202,2,1,1
8494,44,2,1,9,2,38,1346,2,3,1
8510,62,1,1,9,1,50,3462,1,1,1
8511,62,2,1,9,4,16,1250,2,1,4
8516,56,1,1,9,2,49,1923,2,1,1
8560,25,2,1,9,6,30,159,1,5,1
8562,30,1,1,9,2,35,900,2,9,1
8563,29,2,2,9,3,24,231,2,9,1
8578,32,2,1,9,2,38,944,2,8,1
8581,35,2,1,9,4,38,577,2,1,1
8582,35,1,1,9,5,50,700,2,1,1
8585,55,1,1,9,7,45,1038,2,1,3
8586,54,2,1,9,4,37,646,2,1,3
8587,24,2,1,9,2,40,644,2,1,1
8589,52,2,1,9,5,41,558,2,1,4
8590,27,1,1,9,4,38,500,2,1,1
8592,22,2,1,9,5,36,573,1,1,1
8627,30,2,1,9,3,42,736,1,1,3
8628,35,1,1,9,6,44,596,1,1,3
8630,44,2,1,9,2,37,1193,1,1,1
8651,35,1,1,9,2,35,1154,2,1,3
8652,35,2,2,9,2,24,415,2,1,1
8660,45,2,1,9,2,57,673,2,8,1
8663,55,2,1,9,3,36,694,1,1,1
8664,57,1,1,9,2,37,865,2,1,4
8665,27,2,2,9,2,34,577,1,1,1
8666,28,1,1,9,2,37,488,2,1,3
8668,56,1,1,9,1,40,1200,2,1,6
8669,37,2,1,9,2,37,172,1,1,3
8680,56,1,2,9,2,3,96,2,1,3
8684,59,2,1,9,1,40,335,2,1,5
8686,39,2,2,9,4,16,231,2,1,3
8687,39,1,1,9,1,42,1538,2,1,3
8726,46,2,2,8,6,20,208,1,1,6
8728,24,1,1,8,3,50,1231,2,1,1
8747,35,2,1,8,3,40,996,2,1,1
8750,30,1,1,8,2,35,1538,2,8,1
8765,32,1,1,8,5,35,1154,2,1,1
8779,46,2,1,8,2,40,1346,2,1,1
8785,35,1,1,8,8,38,731,1,7,6
8792,63,2,2,8,4,21,646,1,1,3
8806,49,1,1,8,4,38,960,2,1,1
8807,48,2,1,8,4,40,577,2,1,1
