,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
41153,34,2,1,1,2,38,1058,2,1,1
41154,34,1,1,1,3,38,519,2,1,7
41157,34,2,2,1,7,18,242,2,1,1
41159,62,1,1,1,3,37,877,2,1,3
41160,63,2,2,1,6,21,384,2,1,1
41161,26,1,1,1,2,40,481,2,1,1
41170,61,2,2,1,7,22,24,1,1,4
41177,58,1,1,1,4,37,462,2,1,3
41178,56,2,1,1,2,32,452,1,1,3
41181,29,2,1,1,1,38,465,2,1,1
41205,48,2,2,1,9,18,223,1,1,4
41210,38,2,2,1,2,30,481,1,1,1
41211,39,1,1,1,3,37,615,2,1,1
41235,50,2,1,1,3,37,703,2,1,3
41237,62,1,1,1,3,48,474,1,1,1
41246,32,2,2,1,6,30,442,2,1,3
41249,61,2,2,1,9,17,187,2,1,6
41251,31,1,1,1,3,38,577,1,1,3
41270,24,2,2,1,7,18,175,1,1,7
41272,25,1,1,1,2,50,548,2,1,1
41273,26,1,1,1,3,37,1000,2,1,3
41286,45,1,1,1,2,37,577,2,1,2
41298,53,1,1,1,1,40,600,2,1,3
41302,60,2,1,1,2,44,1058,2,1,1
41303,45,2,2,1,2,36,715,2,1,1
41304,49,1,1,1,2,45,895,1,1,1
41313,56,1,2,1,8,4,300,2,1,5
41342,38,2,1,1,3,40,673,2,1,3
41343,47,1,1,1,2,37,1000,2,1,4
41354,46,2,1,1,2,37,654,2,1,3
41355,45,1,1,1,5,70,894,1,1,3
41358,30,1,1,1,9,48,808,2,1,1
41366,23,2,2,1,6,21,208,2,1,3
41368,51,2,1,1,6,36,462,2,1,3
41381,37,1,1,1,9,37,412,2,1,5
41404,43,2,2,1,6,20,212,1,1,3
41405,44,1,2,1,8,31,350,2,1,4
41406,18,1,2,1,6,16,200,1,1,3
41408,62,1,2,1,2,30,1058,2,1,1
41409,55,2,1,1,2,42,1346,2,1,1
41417,46,1,1,1,9,35,450,2,1,1
41442,32,1,1,1,2,57,1315,2,1,1
41443,23,2,2,1,2,24,400,1,1,1
41456,43,1,1,1,1,46,1173,2,1,3
41457,49,2,2,1,7,27,352,2,1,3
41460,51,2,1,1,2,49,904,1,1,1
41461,48,1,1,1,2,42,885,2,1,1
41462,31,2,2,1,4,30,312,1,1,4
41473,47,2,1,1,2,30,423,2,1,3
41474,49,1,1,1,3,40,577,2,1,6
41475,20,1,2,1,9,16,100,2,1,4
41476,18,1,2,1,9,8,70,2,1,4
41507,31,1,1,1,8,65,790,2,1,3
41508,32,2,2,1,3,20,288,2,1,1
41516,36,2,1,1,8,40,423,2,1,6
41518,54,2,2,1,6,20,239,1,1,3
41519,60,1,1,1,2,42,1173,2,1,3
41533,52,1,1,1,2,37,769,2,1,2
41548,28,2,1,1,2,37,702,2,1,1
41549,33,1,1,1,4,37,558,2,1,1
41553,47,1,1,1,5,37,510,2,1,3
41564,61,2,1,1,2,38,1135,1,1,1
41573,33,2,1,1,3,44,219,2,1,1
41574,33,1,1,1,5,38,712,2,1,2
41576,53,1,1,1,3,70,933,2,1,4
41577,48,2,1,1,2,50,731,2,1,1
41596,42,1,1,1,3,38,750,2,1,1
41604,55,1,1,1,6,40,554,2,1,4
41605,45,2,1,1,2,59,1038,2,1,1
41630,61,2,2,1,4,20,231,2,1,4
41634,59,1,1,1,1,40,808,1,1,7
41642,51,2,1,1,2,37,808,2,1,1
41643,20,1,1,1,5,40,462,2,1,3
41649,30,2,1,1,8,38,536,2,1,3
41650,35,1,1,1,4,30,385,1,1,4
41659,37,2,1,1,2,50,1134,2,1,4
41667,68,2,2,1,9,29,84,1,1,2
41683,38,1,1,1,3,37,788,2,1,1
41684,45,2,2,1,3,26,269,2,1,3
41685,40,2,1,1,2,50,692,2,1,1
41686,41,1,1,1,2,54,865,2,1,1
41694,66,2,1,1,9,37,392,1,1,6
41695,48,1,1,1,6,36,462,1,1,5
41697,35,1,1,1,2,40,485,2,1,3
41700,39,2,1,1,4,27,500,2,1,3
41701,38,1,1,1,7,38,962,2,1,3
41718,56,1,1,1,9,50,846,2,1,4
41719,46,2,1,1,7,40,481,2,1,7
41720,44,2,1,1,2,43,885,2,1,1
41721,43,1,1,1,5,35,635,2,1,3
41733,40,2,2,1,4,27,311,2,1,3
41734,48,1,1,1,3,44,571,2,8,2
41735,46,2,2,1,3,20,196,2,8,1
41736,57,2,1,1,4,30,413,1,1,4
41737,61,1,1,1,8,40,625,2,1,7
41751,37,2,1,1,2,42,962,2,1,1
41752,40,1,1,1,2,39,673,2,1,3
41754,60,1,1,1,8,37,481,1,1,4
41755,56,2,1,1,1,40,577,2,1,7
41769,41,1,1,1,6,48,485,2,8,1
41770,40,2,1,1,6,38,404,2,8,1
41771,49,2,1,1,4,32,365,2,1,3
41785,71,1,2,1,5,16,225,2,1,2
41788,36,2,1,1,1,35,673,2,1,3
41801,39,2,1,1,2,42,750,2,1,1
41802,55,1,1,1,1,40,1385,2,1,1
41803,53,2,2,1,7,16,150,2,1,3
41812,62,2,1,1,6,30,212,1,1,7
41815,59,2,2,1,7,23,212,2,1,7
41825,50,2,2,1,4,24,231,2,1,4
41827,58,2,1,1,2,37,904,2,1,4
41830,62,2,2,1,9,10,117,2,1,7
41834,24,2,1,1,4,37,381,2,1,3
41836,23,1,1,1,8,84,1212,2,1,3
41837,23,2,1,1,4,37,375,2,1,7
41839,24,2,1,1,2,45,644,1,1,7
41849,49,2,1,1,1,50,1923,2,1,3
41851,36,2,2,1,2,22,346,2,1,1
41852,43,1,1,1,1,38,615,2,1,7
41869,42,2,1,1,2,37,962,1,1,2
41873,63,1,1,1,3,40,962,2,1,4
41875,41,2,2,1,2,24,423,2,1,1
41885,63,2,1,1,7,40,442,2,1,4
41894,28,2,1,1,2,47,827,2,1,1
41915,26,1,2,1,9,27,311,2,1,4
41923,60,2,2,1,4,29,413,2,1,2
41924,61,1,1,1,7,40,481,2,1,4
41925,61,2,2,1,1,8,192,2,1,1
41930,30,2,1,1,2,40,769,2,1,1
41931,38,2,2,1,7,25,250,1,1,6
41941,39,1,1,1,5,52,808,2,1,3
41942,36,2,2,1,4,23,231,2,1,3
41954,40,2,1,1,5,80,646,1,1,1
41955,42,1,1,1,4,39,462,2,1,4
41958,64,2,2,1,9,12,139,1,1,5
41959,63,1,1,1,8,32,531,1,1,4
41967,52,1,1,1,4,37,558,2,1,1
41974,46,2,1,1,3,38,510,2,1,1
41976,18,2,2,1,9,15,150,1,1,3
41987,66,2,2,1,2,13,231,1,1,3
41988,64,1,1,1,8,38,404,1,1,3
41990,47,2,1,1,6,33,586,1,1,3
42005,48,2,1,1,2,34,615,1,1,3
42011,56,2,1,1,4,40,429,1,1,4
42013,38,1,1,1,2,37,731,2,8,1
42021,27,2,2,1,9,12,231,2,1,1
42025,45,1,2,1,9,24,231,2,1,6
42038,18,1,2,1,9,4,35,2,1,4
42051,43,2,1,1,6,40,529,2,1,4
42061,65,2,2,1,4,22,346,2,1,4
42073,54,2,1,1,7,35,729,2,1,3
42074,55,1,1,1,5,37,771,2,1,3
42083,53,2,1,1,2,37,702,1,1,1
42084,50,1,1,1,7,30,462,2,1,4
42101,50,2,2,1,4,32,462,2,1,4
42103,26,1,1,1,7,37,250,2,1,4
42119,36,2,2,1,2,22,654,2,1,1
42120,37,1,1,1,3,40,1250,2,1,1
42135,44,2,1,1,4,40,710,2,1,1
42137,21,1,1,1,1,35,124,1,1,4
42138,36,1,1,1,7,36,663,2,1,3
42158,44,1,1,1,3,38,702,2,1,3
42170,57,1,1,1,2,40,1442,2,1,3
42171,55,2,1,1,2,37,865,2,1,7
42172,52,2,2,1,2,25,369,2,1,1
42173,19,1,2,1,6,16,115,2,1,4
42225,40,2,1,1,2,40,1058,2,1,1
42226,38,1,1,1,2,38,961,2,1,4
42227,26,2,1,1,2,38,841,2,1,1
42263,42,1,1,1,2,38,963,2,1,1
42264,46,2,1,1,6,38,481,2,8,3
42270,48,1,1,1,1,45,808,2,1,3
42271,64,2,2,1,7,16,327,1,1,6
42289,32,2,1,1,3,40,731,2,1,2
42298,23,2,1,1,6,40,577,2,1,1
42299,35,1,1,1,2,38,673,2,1,1
42300,33,2,2,1,2,34,462,2,1,1
42315,19,2,2,1,3,8,80,2,1,1
42321,39,1,2,1,6,20,250,2,9,6
42326,47,2,1,1,9,30,462,2,1,6
42357,54,1,1,1,3,40,1279,2,1,1
42392,50,1,1,1,3,40,1058,2,1,4
42405,34,2,1,1,3,38,683,2,1,1
42408,60,2,2,1,2,30,596,1,1,1
42429,24,2,1,1,2,40,792,2,1,1
42430,25,1,1,1,2,50,721,2,2,1
42437,25,1,1,1,5,35,673,2,1,1
42439,62,1,1,1,3,58,1000,2,1,2
42440,59,2,1,1,4,38,510,2,1,3
42442,31,2,1,1,2,37,1173,2,1,1
42443,32,1,1,1,2,37,1038,2,1,1
42445,43,1,1,1,2,50,1923,2,1,1
42446,42,2,2,1,2,30,423,2,1,1
42466,64,2,1,1,2,40,577,2,1,5
42473,24,1,1,1,2,40,587,2,1,1
42474,26,1,1,1,2,40,606,2,1,1
42475,63,2,1,1,2,42,827,2,1,1
42476,58,1,2,1,6,28,500,2,1,1
42520,28,2,1,1,2,43,577,2,1,1
42521,28,1,1,1,2,45,615,2,1,1
42534,48,2,1,1,2,40,721,2,1,2
42536,18,2,2,1,7,16,162,2,1,4
42538,31,2,1,1,4,37,462,2,1,3
42573,65,2,1,1,6,37,538,2,1,2
42575,31,1,1,1,2,40,722,2,1,1
42576,39,2,1,1,7,40,481,1,1,3
42577,32,2,1,1,2,37,519,1,1,3
42578,34,1,1,1,2,38,644,2,1,7
42594,48,2,1,1,2,37,712,1,1,1
42596,34,1,1,1,9,29,240,2,1,4
42597,33,2,1,1,3,50,300,1,1,1
42600,52,2,2,1,6,15,173,1,1,3
42606,46,1,1,1,1,45,865,2,1,3
42607,57,2,1,1,3,40,375,2,1,3
42615,30,2,2,1,9,20,147,2,1,3
42619,63,2,2,1,4,20,240,2,1,4
42622,51,2,1,1,6,42,385,2,1,3
42623,40,1,1,1,4,40,288,2,1,6
42645,28,2,1,1,6,35,462,2,1,3
42656,42,1,1,1,9,37,529,1,1,4
42662,24,2,1,1,2,50,635,2,1,1
42673,60,1,1,1,5,45,981,2,1,2
42683,60,1,2,1,2,21,596,2,1,3
42685,57,2,2,1,2,15,346,2,1,2
42686,51,1,1,1,4,37,673,2,1,1
42697,46,2,2,1,2,21,923,1,1,1
42698,48,1,2,1,1,22,808,2,1,1
42728,35,1,1,2,1,44,933,2,1,3
42770,62,2,1,1,1,44,554,2,1,3
42789,33,1,1,2,2,37,832,2,3,1
42797,50,1,1,2,4,37,463,2,1,5
42803,49,1,1,2,2,55,904,2,1,5
42818,44,2,1,1,2,37,865,2,1,1
42821,64,1,1,1,2,40,615,2,1,1
42833,32,1,1,1,9,46,500,1,1,7
42855,47,1,1,1,1,38,1058,1,1,1
42864,54,1,1,1,1,40,962,2,1,1
42867,31,2,1,1,1,37,1385,2,1,7
42868,20,2,1,1,4,40,423,2,1,3
42869,58,1,1,1,1,33,1346,2,1,1
42870,59,2,1,1,2,40,231,2,1,1
42877,24,1,1,1,5,40,577,2,1,1
42879,62,2,2,1,1,25,173,2,1,1
42880,73,1,2,1,3,15,1923,2,1,1
42893,66,2,2,1,5,26,385,1,1,3
42903,23,1,1,2,2,42,615,2,1,3
42908,40,1,1,2,2,38,1154,2,1,1
42916,51,2,1,2,2,40,942,2,1,1
42920,50,1,1,2,9,40,1019,2,1,6
42936,40,2,1,1,6,30,577,2,1,4
42953,43,1,1,2,4,42,692,2,1,2
42954,46,2,1,2,7,48,462,2,1,3
42961,34,2,1,2,2,40,596,2,1,1
42967,39,2,1,2,2,50,885,2,1,1
42976,35,2,1,1,2,30,750,2,1,1
42977,35,1,1,1,2,35,1154,2,1,1
43039,49,1,1,1,2,40,1865,2,1,1
43044,33,2,1,1,3,39,1038,2,1,1
43045,34,1,1,1,2,40,812,2,1,1
43054,25,2,2,1,6,21,196,1,1,4
43056,31,2,1,1,2,38,1173,2,1,1
43057,32,1,1,1,2,45,1125,2,1,1
43069,46,2,1,1,3,46,415,2,1,4
43071,49,1,1,1,1,40,1019,1,1,4
43081,37,1,1,1,9,45,481,1,1,5
43091,32,1,1,1,3,38,769,2,1,3
43092,32,2,1,1,3,48,577,2,1,3
43093,52,1,2,1,8,20,288,2,1,4
43099,58,2,1,1,8,48,600,2,1,4
43131,55,2,2,1,2,32,748,2,1,2
43178,37,2,1,1,2,48,962,1,1,1
43179,58,2,2,1,6,25,315,1,1,3
43202,45,2,1,1,2,34,731,2,1,2
43205,65,2,1,1,2,38,692,1,1,1
43211,35,2,2,1,9,8,92,2,1,2
43212,36,1,1,1,5,40,1404,2,1,1
43218,57,2,1,13,8,44,555,2,1,1
43219,35,1,1,13,5,45,646,2,1,1
43220,36,2,2,13,8,29,410,2,1,1
43224,56,1,1,13,2,37,872,2,1,1
43225,55,2,2,13,2,22,554,1,1,1
43229,32,2,1,13,4,40,769,1,1,1
43230,36,1,1,13,2,40,615,2,1,1
43234,47,1,1,13,9,40,440,2,1,6
43238,28,1,1,13,4,35,462,2,1,4
43239,25,2,1,13,7,38,481,2,1,3
43244,68,1,1,13,5,55,831,2,1,3
43251,32,2,1,13,2,35,508,1,1,1
43254,45,1,1,13,2,35,1308,2,1,1
43256,58,1,1,13,4,40,673,2,1,1
43260,50,1,1,13,7,40,400,2,1,1
43263,61,1,1,13,3,53,904,2,1,1
43264,58,2,1,13,3,39,577,2,1,4
43265,37,1,1,13,2,47,808,2,1,1
43266,23,1,1,13,7,40,462,2,1,1
43267,28,1,1,13,2,40,1154,2,1,1
43274,53,2,2,13,2,18,392,2,1,3
43275,50,1,1,13,3,46,1038,2,1,3
43276,22,2,1,13,2,30,423,2,1,1
43280,53,1,1,13,3,37,1346,2,1,2
43587,31,2,2,13,2,22,363,1,1,3
43591,61,2,2,13,7,20,231,2,1,5
43597,36,2,1,13,2,38,808,2,1,1
43602,60,2,1,13,7,37,308,2,1,4
43606,51,2,1,13,2,40,1058,2,1,1
43615,34,1,1,13,1,42,1442,2,1,3
43616,32,2,1,13,2,35,1000,2,1,1
43621,47,2,1,13,1,42,508,1,1,1
43626,41,1,1,13,3,49,881,2,1,3
43638,57,2,2,13,4,22,231,1,1,4
43639,57,1,1,13,2,37,1081,2,1,1
43640,57,2,1,13,2,37,1081,2,1,1
43641,19,2,2,13,7,12,131,2,1,3
43642,54,2,1,13,3,40,531,2,1,6
43658,47,2,2,13,6,11,134,2,1,3
43667,48,1,1,13,1,46,981,2,1,1
43668,49,2,1,13,1,47,769,2,1,1
43678,64,2,1,13,4,40,140,2,1,4
43679,54,1,1,13,1,42,923,2,1,6
43681,25,1,1,13,8,40,550,2,1,2
43683,60,1,1,13,3,32,808,2,1,1
43689,55,1,1,13,1,50,1538,2,1,1
43690,53,2,1,13,2,50,1442,2,1,1
43694,53,2,1,13,4,30,392,1,1,1
43695,18,1,2,13,9,4,30,2,8,3
43698,41,1,1,13,3,38,665,2,1,1
43699,41,2,1,13,4,38,703,2,1,3
43710,54,2,2,13,7,30,330,2,1,6
43716,63,2,2,13,6,26,308,2,1,4
43722,55,1,1,13,1,40,1188,2,1,1
43723,53,2,1,13,2,39,936,2,1,1
43732,64,2,2,13,4,22,250,2,1,4
43733,60,1,2,13,4,22,327,2,1,3
43734,24,1,1,13,2,37,462,2,1,1
44007,46,2,1,13,4,38,385,2,1,6
44010,43,2,1,13,2,38,673,1,1,1
44011,39,1,1,13,5,38,577,1,1,3
44013,33,2,2,13,6,16,287,2,1,1
44014,31,1,1,13,2,32,788,2,1,1
44017,66,1,2,13,3,25,346,2,1,3
44023,41,1,1,13,4,37,731,2,1,3
44028,43,1,1,13,3,38,904,2,1,1
44034,31,1,2,13,6,24,300,2,8,1
44038,27,2,1,13,2,50,2375,2,1,4
44041,62,1,2,13,8,30,392,1,1,4
44042,65,1,1,13,6,37,692,2,1,1
44045,38,1,1,13,2,40,1096,2,1,1
44047,32,2,2,13,6,28,325,2,1,3
44050,64,1,1,13,8,40,577,2,1,4
44051,58,2,1,13,9,37,369,1,1,4
44056,52,1,1,13,2,38,731,2,1,1
44061,59,1,1,13,4,40,462,2,1,4
44062,56,2,1,13,6,32,398,2,1,3
44063,30,2,2,13,2,6,115,2,1,1
44073,38,1,1,13,5,42,567,2,1,5
44074,37,2,1,13,3,42,570,2,1,5
44083,37,1,1,13,3,40,600,2,1,3
44084,40,2,1,13,2,38,696,2,1,1
44098,28,2,2,13,6,16,138,1,1,3
44106,29,2,1,13,3,44,462,2,1,3
44107,33,2,2,13,6,16,148,1,1,3
44112,33,2,1,13,6,36,346,2,1,3
44131,30,2,1,13,2,32,231,2,1,1
44138,57,1,1,13,1,39,762,2,1,2
44140,20,2,2,13,9,8,96,2,1,3
44144,53,2,1,13,4,38,574,2,1,4
44167,60,2,1,13,8,43,459,2,1,3
44172,36,2,1,13,1,33,769,2,1,1
44177,47,2,1,13,2,38,600,2,1,1
44488,31,2,1,13,6,40,455,2,8,3
44494,49,2,1,13,4,38,654,2,1,1
44497,55,2,1,13,4,38,446,2,1,4
44498,25,2,1,13,4,32,446,2,1,1
44502,70,2,2,13,6,15,167,2,1,6
44504,32,2,2,13,4,16,200,2,1,3
44511,69,1,1,13,3,37,673,2,1,1
44516,56,1,1,13,8,36,554,2,1,4
44517,61,2,2,13,2,22,369,1,1,4
44518,30,1,1,13,2,35,969,2,1,1
44520,59,1,1,13,1,35,738,2,1,4
44521,65,1,2,13,9,10,100,2,1,3
44522,37,2,2,13,9,25,250,2,1,4
44528,30,1,1,13,8,37,577,2,1,3
44529,31,2,1,13,4,36,415,2,1,2
44533,61,1,1,13,9,36,323,1,1,6
44535,31,1,2,13,9,32,323,1,1,4
44543,61,2,1,13,3,38,769,2,1,1
44546,30,2,1,13,2,38,673,2,1,1
44559,47,1,1,13,4,37,865,1,1,1
44560,42,2,2,13,2,26,500,2,1,1
44564,44,1,1,13,3,44,1115,2,1,3
44567,56,2,2,13,2,24,500,2,1,1
44568,27,1,1,13,3,35,404,2,1,1
44571,73,1,2,13,4,25,519,2,1,6
44572,61,1,1,13,2,43,942,1,1,1
44573,57,2,2,13,6,20,288,2,1,1
44574,21,1,1,13,2,30,577,2,1,3
44577,46,2,1,13,3,37,992,2,1,1
44581,50,1,1,13,1,42,788,2,1,1
44582,45,2,2,13,2,17,277,2,1,1
44585,52,1,1,13,1,42,1538,2,1,1
44586,48,2,2,13,3,22,615,2,1,1
44592,44,1,1,13,5,40,346,2,8,6
44599,44,1,1,13,3,50,500,2,1,4
44600,47,2,2,13,6,24,350,2,1,3
44604,41,2,2,13,2,4,115,2,1,1
44609,37,1,1,13,1,38,785,2,1,1
44610,38,2,1,13,6,30,300,2,1,1
44612,37,1,1,13,8,40,462,2,1,6
44616,38,2,2,13,2,24,577,2,1,3
44617,44,1,1,13,1,46,538,2,1,5
44626,52,2,2,13,9,16,182,2,1,4
44630,56,2,1,13,4,37,1346,2,1,1
44632,17,1,2,13,9,22,230,2,1,4
44633,16,2,2,13,6,12,105,2,1,4
44892,61,2,2,13,7,24,240,2,1,3
44893,59,2,1,13,2,32,400,2,1,4
44894,58,1,1,13,8,40,500,2,1,3
44895,30,1,1,13,2,40,750,2,1,1
44896,62,2,2,13,2,8,600,2,9,1
44907,61,1,1,13,5,40,769,2,1,3
44908,34,2,1,13,3,37,865,2,1,1
44913,30,2,1,13,9,18,24,2,1,3
44917,47,1,1,13,2,35,808,2,3,1
44918,39,2,1,13,2,35,481,2,3,1
44921,48,1,1,13,3,37,577,2,1,6
44925,53,2,1,13,4,38,481,2,1,1
44936,34,2,2,13,3,19,462,2,1,1
44945,43,2,2,13,2,32,462,2,1,1
44951,48,1,1,13,7,38,471,2,1,2
44956,49,2,1,13,6,35,413,1,1,4
44975,23,2,2,13,7,20,220,2,1,3
44976,19,2,2,13,7,15,170,2,1,3
44977,55,2,1,13,2,42,1000,2,1,1
44978,58,1,1,13,1,45,808,1,1,1
44979,27,2,1,13,3,38,531,2,1,1
44980,20,2,2,13,7,12,144,2,1,3
44981,55,2,2,13,7,23,230,2,1,4
44986,36,1,1,13,2,46,1692,2,1,1
44987,38,2,2,13,3,30,577,2,1,1
44990,37,2,1,13,4,35,481,2,1,2
44992,40,2,1,13,3,38,654,2,1,2
44995,52,2,2,13,2,16,433,2,1,1
45000,36,2,2,13,9,9,106,2,1,6
45013,40,1,1,13,9,38,600,2,1,4
45020,57,1,1,13,1,38,462,2,1,5
45021,57,2,1,13,9,31,415,2,1,4
45022,45,2,1,13,9,20,340,2,1,3
45031,34,2,2,13,4,30,462,2,1,3
45034,57,2,2,13,4,22,231,2,1,4
45035,59,1,1,13,8,48,712,2,1,6
45041,52,1,1,13,2,40,1096,2,1,1
45042,51,2,1,13,4,40,731,2,1,1
45046,42,2,2,13,2,18,300,2,1,1
45052,52,2,2,13,7,16,168,1,1,6
45059,62,1,1,13,9,45,337,2,1,2
45061,50,1,1,13,2,40,646,2,1,2
45062,49,2,1,13,2,42,923,2,1,1
45298,29,2,1,13,7,45,452,2,1,3
45301,59,1,2,13,4,15,189,1,1,4
45305,30,1,1,13,2,40,22808,2,1,3
45311,41,2,2,13,6,20,192,2,1,1
45313,27,1,1,13,5,42,500,2,1,4
45324,45,2,1,13,7,38,438,2,1,2
45326,41,1,1,13,8,40,318,2,1,4
45335,42,1,1,13,2,42,865,2,1,1
45336,59,1,1,13,1,37,68000,2,1,1
45337,55,2,1,13,2,37,481,2,1,2
45342,35,1,1,13,3,38,323,2,1,3
45343,53,1,1,13,9,36,432,1,1,6
45350,28,1,1,13,2,50,1000,2,1,1
45364,70,2,2,13,6,16,190,2,1,6
45365,49,2,1,13,1,40,735,2,1,3
45366,45,1,1,13,1,40,984,2,1,3
45368,18,1,1,13,5,40,390,2,1,4
45370,36,1,1,13,8,40,510,2,1,6
45372,56,2,1,13,7,34,325,1,1,5
45386,51,1,1,13,3,35,577,1,1,4
45387,46,2,2,13,3,27,408,2,1,4
45390,40,1,1,13,3,45,762,2,1,3
45391,39,2,1,13,9,37,577,2,1,4
45399,59,2,2,13,9,24,219,2,1,6
45400,48,1,1,13,2,40,1385,2,1,1
45401,39,2,1,13,2,40,938,2,1,1
45408,36,2,2,13,6,16,162,2,1,3
45417,51,1,1,13,4,40,673,2,1,1
45419,57,2,1,13,6,38,384,2,1,5
45420,53,1,1,13,3,38,644,2,1,2
45421,36,1,1,13,5,40,500,2,1,4
45705,68,1,2,13,9,24,280,2,1,1
45708,19,2,2,13,7,16,171,1,1,3
45715,61,2,2,13,4,12,170,2,1,6
45717,39,2,1,13,4,37,531,2,1,3
45719,41,1,1,13,9,42,462,2,1,3
45721,46,2,2,13,9,24,312,2,1,6
45724,26,1,1,13,7,44,508,2,1,3
45739,54,1,1,13,1,36,1442,2,1,3
45740,50,2,1,13,2,35,769,2,1,3
45743,42,2,1,13,7,35,308,2,3,4
45748,44,2,1,13,4,36,538,2,1,3
45751,64,1,1,13,8,45,531,2,1,6
45752,58,2,1,13,9,38,300,2,1,4
45753,34,2,1,13,1,52,913,2,1,1
45754,25,1,1,13,2,40,554,2,9,1
45756,31,2,1,13,2,37,654,2,1,1
45758,56,1,1,13,2,38,1115,2,1,1
45767,57,1,1,13,8,50,923,2,1,7
45776,55,1,1,13,4,37,673,2,1,3
45777,52,2,1,13,4,37,615,2,1,4
45779,59,1,1,13,5,39,423,1,1,4
45782,53,2,2,13,4,20,240,2,1,4
45789,22,2,1,13,1,40,495,1,1,3
45827,43,2,2,13,4,23,279,2,1,3
45830,48,1,1,13,2,36,837,2,1,1
45831,50,2,2,13,4,30,673,2,1,1
45832,18,2,2,13,9,18,160,2,1,3
45838,62,2,2,13,6,20,245,2,1,3
45839,46,2,1,13,2,38,702,2,1,1
45840,65,2,2,13,6,24,270,1,1,6
45851,37,2,1,13,6,38,360,2,1,4
45854,59,1,1,13,1,40,1120,2,1,6
45856,58,1,1,13,5,49,678,2,1,3
45860,57,1,1,13,7,38,454,2,1,1
45868,36,2,1,13,6,42,462,2,1,3
45872,53,2,1,13,9,37,385,2,1,4
45873,48,1,1,13,2,45,1058,2,1,3
45874,57,2,2,13,9,15,171,2,1,4
45882,28,1,1,13,2,38,1077,2,1,1
45883,24,2,1,13,6,30,288,2,1,2
45884,30,2,2,13,6,20,172,2,1,1
46198,29,1,1,13,4,40,451,1,1,1
46209,37,2,2,13,6,20,240,2,8,1
46214,35,2,2,13,2,16,550,2,7,1
46219,49,2,2,13,9,12,140,2,1,6
46220,23,1,1,13,7,40,480,2,1,4
46222,17,2,2,13,9,10,120,2,1,4
46223,40,1,1,13,2,36,808,2,1,1
46224,38,2,2,13,2,20,538,2,1,1
46229,36,2,1,13,2,38,620,2,1,1
46230,36,1,1,13,2,40,1004,2,1,4
46234,42,2,1,13,4,40,1062,2,1,3
46235,47,1,1,13,4,40,646,2,1,1
46243,59,2,2,13,1,15,277,2,1,1
46245,52,2,1,13,2,35,865,2,1,2
46263,45,2,1,13,2,40,1058,1,1,3
46264,49,1,1,13,2,45,712,2,1,6
46266,18,2,2,13,7,8,50,2,1,3
46272,38,2,1,13,2,52,904,2,1,1
46273,35,1,1,13,4,38,692,2,1,6
46279,71,2,2,13,7,12,137,2,1,6
46289,32,1,1,13,8,39,642,2,1,4
46295,58,2,2,13,2,28,385,1,1,1
46297,45,2,2,13,7,12,228,2,1,1
46301,46,1,1,13,4,51,538,2,1,2
46308,54,1,1,13,5,40,525,2,1,3
46309,32,2,1,13,3,37,1038,2,1,1
46310,42,2,2,13,6,16,190,2,1,4
46319,41,2,1,13,2,40,827,2,1,1
46320,39,1,1,13,2,50,1038,2,1,1
46321,29,2,1,13,4,40,750,2,1,1
46323,56,2,1,13,1,28,400,2,1,4
46324,52,1,1,13,6,48,635,1,1,6
46331,64,2,2,13,9,22,277,2,1,4
46346,43,1,1,13,1,50,1923,2,1,1
46347,43,2,1,13,2,40,962,2,1,1
46356,48,2,1,13,6,30,356,2,1,4
46357,49,1,1,13,5,40,543,2,1,4
46364,18,2,2,13,7,6,50,2,1,4
46365,31,1,1,13,3,35,817,2,1,1
46366,28,2,1,13,2,38,740,2,7,1
46371,44,2,1,13,9,30,369,2,1,1
46372,46,1,1,13,8,44,500,1,1,3
46607,21,1,1,13,4,37,519,2,1,1
46614,47,2,2,13,4,23,302,2,1,1
46615,42,2,1,13,1,37,1188,2,1,1
46616,41,1,1,13,5,42,615,2,1,4
46619,33,1,1,13,2,44,933,2,1,1
46623,27,1,1,13,7,40,462,2,1,3
46624,31,1,1,13,7,38,48,2,1,1
46625,31,2,1,13,7,38,577,2,1,3
46633,39,1,1,13,5,46,500,2,8,5
46636,64,1,1,13,9,48,392,1,1,3
46638,35,2,1,13,2,38,550,2,1,1
46648,38,1,1,13,1,42,1827,2,1,1
46649,38,1,1,13,5,48,1269,2,1,1
46650,35,2,1,13,2,38,831,2,1,1
46654,43,1,1,13,5,42,577,2,1,4
46655,42,2,1,13,4,38,415,2,1,4
46658,45,1,1,13,2,45,673,2,1,1
46665,62,1,1,13,1,35,625,2,1,1
46666,65,2,2,13,7,20,240,2,1,1
46667,56,2,2,13,7,16,183,1,1,6
46671,20,2,2,13,6,20,220,2,1,3
46673,49,2,1,13,2,38,640,2,1,2
46674,47,1,1,13,7,40,1004,2,1,6
46677,45,2,1,13,6,30,577,2,1,1
46678,44,2,2,13,6,22,277,2,1,4
46680,37,2,1,13,8,39,466,2,1,4
46686,48,2,1,13,9,27,300,2,1,1
46687,42,2,1,13,7,38,553,1,1,4
46689,52,1,1,13,2,42,1154,2,1,3
46691,55,2,1,13,6,70,123,2,1,4
